hex_code,R,G,B
#52504d,82,80,77
#2d2c29,45,44,41
#e3d8cc,227,216,204
#d42146,212,33,70
#d28c90,210,140,144
#69635a,105,99,90
#2f2f2e,47,47,46
#dcd4c5,220,212,197
#1885b8,24,133,184
#1b1b1b,27,27,27
#8a9d9c,138,157,156
#2d4270,45,66,112
#b8bbb1,184,187,177
#2e2d2d,46,45,45
#545f7f,84,95,127
#122c63,18,44,99
#aba8a7,171,168,167
#2f2e2c,47,46,44
#7f7e80,127,126,128
#d7d2cf,215,210,207
#4d4f54,77,79,84
#31312e,49,49,46
#6eb68a,110,182,138
#242722,36,39,34
#4b7459,75,116,89
#86c49d,134,196,157
#2a2926,42,41,38
#d0c9ab,208,201,171
#8c8972,140,137,114
#5e5b49,94,91,73
#b6b497,182,180,151
#2e2c28,46,44,40
#e6c810,230,200,16
#1a1711,26,23,17
#574f33,87,79,51
#9e8c17,158,140,23
#8f744d,143,116,77
#2c2827,44,40,39
#724031,114,64,49
#a81818,168,24,24
#b99e67,185,158,103
#e6bc5b,230,188,91
#332f2b,51,47,43
#ae924b,174,146,75
#715c2e,113,92,46
#252019,37,32,25
#2f2c28,47,44,40
#eaab07,234,171,7
#b27c0c,178,124,12
#733f0e,115,63,14
#ecb33c,236,179,60
#2b2a27,43,42,39
#e2d4bb,226,212,187
#1a72b4,26,114,180
#acaea1,172,174,161
#736d5f,115,109,95
#e7e3de,231,227,222
#32312f,50,49,47
#1e72c0,30,114,192
#e31a26,227,26,38
#959a9c,149,154,156
#e04265,224,66,101
#2d2726,45,39,38
#e7d5be,231,213,190
#e6627a,230,98,122
#873644,135,54,68
#8a131b,138,19,27
#e0dcdc,224,220,220
#2e2b29,46,43,41
#a86a6a,168,106,106
#92383a,146,56,58
#2e2d2a,46,45,42
#e3dbd6,227,219,214
#68176c,104,23,108
#baa0b1,186,160,177
#845b80,132,91,128
#e0282f,224,40,47
#302b2a,48,43,42
#e4dcd9,228,220,217
#e55b59,229,91,89
#773435,119,52,53
#fa192f,250,25,47
#312a28,49,42,40
#f94b5a,249,75,90
#8e272b,142,39,43
#421c1c,66,28,28
#e5dbd5,229,219,213
#2d2b29,45,43,41
#cb6162,203,97,98
#d41b24,212,27,36
#d2a9a3,210,169,163
#312b28,49,43,40
#d45e5d,212,94,93
#e6d7c7,230,215,199
#d4202e,212,32,46
#7a3132,122,49,50
#312a28,49,42,40
#fb1827,251,24,39
#f94856,249,72,86
#5d1f1f,93,31,31
#aa1e21,170,30,33
#2c2929,44,41,41
#dec8c1,222,200,193
#1c5da1,28,93,161
#d92a33,217,42,51
#78a0bd,120,160,189
#2d2c2a,45,44,42
#e2dacd,226,218,205
#0c1f56,12,31,86
#565f7a,86,95,122
#a1a5aa,161,165,170
#2d2b27,45,43,39
#e6ddd0,230,221,208
#b1a490,177,164,144
#6c6459,108,100,89
#d6c9b8,214,201,184
#d41522,212,21,34
#e6dcd4,230,220,212
#2f2e2b,47,46,43
#d35a64,211,90,100
#d7a19f,215,161,159
#e4b44f,228,180,79
#2d2b27,45,43,39
#646468,100,100,104
#24416a,36,65,106
#ae955e,174,149,94
#292724,41,39,36
#8d7b62,141,123,98
#98181b,152,24,27
#b49f81,180,159,129
#674539,103,69,57
#2e2d2a,46,45,42
#e6ded6,230,222,214
#5c7d96,92,125,150
#124680,18,70,128
#a5b4bc,165,180,188
#2b2b2b,43,43,43
#4783b6,71,131,182
#d8d3c9,216,211,201
#1b5caa,27,92,170
#8fb0c3,143,176,195
#2d2b28,45,43,40
#e4d7c7,228,215,199
#70695f,112,105,95
#e45e40,228,94,64
#bcafa0,188,175,160
#2b2c29,43,44,41
#04a665,4,166,101
#cad2d4,202,210,212
#03864c,3,134,76
#62bd9e,98,189,158
#dceb41,220,235,65
#2a2b25,42,43,37
#19aa35,25,170,53
#47a946,71,169,70
#84c153,132,193,83
#2e2d2a,46,45,42
#809980,128,153,128
#096f5a,9,111,90
#e1bc7f,225,188,127
#4d7f6a,77,127,106
#2c2a2a,44,42,42
#ddd2cd,221,210,205
#d71a27,215,26,39
#1f30a5,31,48,165
#6c7cb6,108,124,182
#2d2b28,45,43,40
#cfc8bd,207,200,189
#9a948b,154,148,139
#625b53,98,91,83
#e4dcd1,228,220,209
#e6d0b1,230,208,177
#2d2b28,45,43,40
#a07563,160,117,99
#8a523f,138,82,63
#c6a48c,198,164,140
#134e8b,19,78,139
#85a8bc,133,168,188
#2a2a29,42,42,41
#376e9c,55,110,156
#d6d4d2,214,212,210
#2f2e2b,47,46,43
#afacae,175,172,174
#d2d0ce,210,208,206
#7f6d79,127,109,121
#122d5a,18,45,90
#2f2e2b,47,46,43
#e7ddd3,231,221,211
#908981,144,137,129
#655f59,101,95,89
#bbb3aa,187,179,170
#141212,20,18,18
#d7c8bc,215,200,188
#df252a,223,37,42
#617e92,97,126,146
#302f2d,48,47,45
#e6e2df,230,226,223
#302f2d,48,47,45
#21a6cd,33,166,205
#989461,152,148,97
#c5cac8,197,202,200
#02a772,2,167,114
#2f312d,47,49,45
#040d0a,4,13,10
#148962,20,137,98
#0d4e36,13,78,54
#b3110a,179,17,10
#2d2a26,45,42,38
#dbcbba,219,203,186
#916d45,145,109,69
#b63831,182,56,49
#2c2825,44,40,37
#d1b784,209,183,132
#857155,133,113,85
#dec9a1,222,201,161
#92410c,146,65,12
#be7408,190,116,8
#2e2a25,46,42,37
#f5b934,245,185,52
#efac05,239,172,5
#6c500d,108,80,13
#2e2a26,46,42,38
#d9ac0c,217,172,12
#7e9409,126,148,9
#ab9f08,171,159,8
#f6b406,246,180,6
#292928,41,41,40
#dad0bf,218,208,191
#1c5490,28,84,144
#143b85,20,59,133
#50709d,80,112,157
#2f2e2b,47,46,43
#e1dad7,225,218,215
#121111,18,17,17
#a5a09d,165,160,157
#5e5b59,94,91,89
#302f2c,48,47,44
#dad9cc,218,217,204
#099d57,9,157,87
#1d69ae,29,105,174
#8ba89b,139,168,155
#31302f,49,48,47
#acc8cd,172,200,205
#2a98c7,42,152,199
#545555,84,85,85
#1d1e1d,29,30,29
#2e2c29,46,44,41
#e4d5be,228,213,190
#9c9d9b,156,157,155
#6e798c,110,121,140
#c8bfae,200,191,174
#22261e,34,38,30
#42b341,66,179,65
#5cb958,92,185,88
#2f752f,47,117,47
#30302c,48,48,44
#dfd6cb,223,214,203
#2c2926,44,41,38
#df3c39,223,60,57
#b79a91,183,154,145
#655a53,101,90,83
#2e2c28,46,44,40
#dfbb86,223,187,134
#68935b,104,147,91
#aba769,171,167,105
#e3b661,227,182,97
#e4b9ab,228,185,171
#2f2e2b,47,46,43
#e0968d,224,150,141
#e2d6c8,226,214,200
#e26865,226,104,101
#2d2d2c,45,45,44
#446e82,68,110,130
#135b75,19,91,117
#999c91,153,156,145
#925055,146,80,85
#2f2b29,47,43,41
#e37271,227,114,113
#ee9996,238,153,150
#e3d5d4,227,213,212
#d85250,216,82,80
#9e978f,158,151,143
#312f2d,49,47,45
#5f5a57,95,90,87
#1c1b19,28,27,25
#d4cdc4,212,205,196
#302f2c,48,47,44
#bbae82,187,174,130
#181816,24,24,22
#dbd6c8,219,214,200
#706a56,112,106,86
#2c2c29,44,44,41
#c4b18f,196,177,143
#7b8576,123,133,118
#c06142,192,97,66
#506962,80,105,98
#ad8b76,173,139,118
#e5dbcf,229,219,207
#2e2c29,46,44,41
#cdb8a7,205,184,167
#915d47,145,93,71
#cbbaa4,203,186,164
#2a2825,42,40,37
#e9a95d,233,169,93
#e0d3c3,224,211,195
#766f66,118,111,102
#2c2a27,44,42,39
#c1baa7,193,186,167
#dcd4c1,220,212,193
#a4956f,164,149,111
#6d6450,109,100,80
#e2d9c8,226,217,200
#2d2b28,45,43,40
#e6cc51,230,204,81
#e1cf99,225,207,153
#868176,134,129,118
#615b4f,97,91,79
#dad4c5,218,212,197
#2d2c29,45,44,41
#b4aea2,180,174,162
#898376,137,131,118
#ebe2dd,235,226,221
#302e2c,48,46,44
#1da2ca,29,162,202
#736c62,115,108,98
#a4a097,164,160,151
#e8e0d6,232,224,214
#2e2d2b,46,45,43
#ada89d,173,168,157
#6f6b62,111,107,98
#e7d0b9,231,208,185
#4b7628,75,118,40
#2c2c29,44,44,41
#dbc17b,219,193,123
#6b8548,107,133,72
#949e62,148,158,98
#2c2d2a,44,45,42
#6cbea7,108,190,167
#029b60,2,155,96
#07a777,7,167,119
#d0d7dc,208,215,220
#2f2e2c,47,46,44
#ddd1c9,221,209,201
#e62428,230,36,40
#21479f,33,71,159
#4ca29e,76,162,158
#e4d8ca,228,216,202
#2c2b28,44,43,40
#404e91,64,78,145
#ec9185,236,145,133
#9494a7,148,148,167
#302f2d,48,47,45
#d9dad5,217,218,213
#d81509,216,21,9
#bf9992,191,153,146
#da514d,218,81,77
#32312e,50,49,46
#d8d9d8,216,217,216
#e7380c,231,56,12
#1d1c1a,29,28,26
#918a87,145,138,135
#2e2927,46,41,39
#c7b997,199,185,151
#1b6c73,27,108,115
#c35347,195,83,71
#64897f,100,137,127
#32302e,50,48,46
#d9d7d8,217,215,216
#cc171c,204,23,28
#8e827e,142,130,126
#debf1f,222,191,31
#292522,41,37,34
#845842,132,88,66
#322f2c,50,47,44
#956a52,149,106,82
#a87f63,168,127,99
#32302a,50,48,42
#e9d44c,233,212,76
#8b7f28,139,127,40
#e6d129,230,209,41
#1c1910,28,25,16
#2e2d2b,46,45,43
#a1b5d3,161,181,211
#2146b3,33,70,179
#e6e1de,230,225,222
#5b7cba,91,124,186
#2e2c2a,46,44,42
#d9d9d7,217,217,215
#d52220,213,34,32
#252a7a,37,42,122
#b5848b,181,132,139
#d6d7da,214,215,218
#2f2e2c,47,46,44
#ca130c,202,19,12
#c55656,197,86,86
#c49e9d,196,158,157
#312f2d,49,47,45
#cc7a0c,204,122,12
#ce2206,206,34,6
#edc20d,237,194,13
#76330f,118,51,15
#2e2d2a,46,45,42
#e1d6cb,225,214,203
#6a758d,106,117,141
#b1afaf,177,175,175
#35527c,53,82,124
#302a28,48,42,40
#dad9d7,218,217,215
#d81f27,216,31,39
#de8a89,222,138,137
#db4b4d,219,75,77
#2c2423,44,36,35
#d21e31,210,30,49
#d84e54,216,78,84
#97202d,151,32,45
#5e1c21,94,28,33
#a3bc98,163,188,152
#2f2e2b,47,46,43
#e1d8c7,225,216,199
#05800b,5,128,11
#539a58,83,154,88
#2c2d2d,44,45,45
#57a8c7,87,168,199
#16a5ca,22,165,202
#d8d8db,216,216,219
#1a6b84,26,107,132
#2f2d29,47,45,41
#e3d6c3,227,214,195
#ccc2af,204,194,175
#675f54,103,95,84
#9c9385,156,147,133
#2d2d2b,45,45,43
#d2d6dd,210,214,221
#c83363,200,51,99
#284e7d,40,78,125
#9d96ad,157,150,173
#f2ce0c,242,206,12
#2f2b27,47,43,39
#e8ce9b,232,206,155
#edcc46,237,204,70
#cd7911,205,121,17
#d1d3d8,209,211,216
#2e2d2b,46,45,43
#225071,34,80,113
#617f92,97,127,146
#a4b0ba,164,176,186
#80775c,128,119,92
#282828,40,40,40
#222e6c,34,46,108
#cec1a6,206,193,166
#454d7f,69,77,127
#bb121f,187,18,31
#1983b4,25,131,180
#d8d7ce,216,215,206
#2e2e2e,46,46,46
#bb5662,187,86,98
#221f1b,34,31,27
#ebab08,235,171,8
#e1d6c6,225,214,198
#312e2a,49,46,42
#776946,119,105,70
#312e2c,49,46,44
#dbd8d8,219,216,216
#ca1f24,202,31,36
#716664,113,102,100
#aea6a5,174,166,165
#2b2b29,43,43,41
#426c82,66,108,130
#104d70,16,77,112
#b1b5ad,177,181,173
#0c2e4e,12,46,78
#4e7892,78,120,146
#cabfa9,202,191,169
#2c2b27,44,43,39
#e4d2b5,228,210,181
#869395,134,147,149
#2d2c2b,45,44,43
#ddd7ce,221,215,206
#0c1d5b,12,29,91
#697d96,105,125,150
#284070,40,64,112
#b0b3a5,176,179,165
#272624,39,38,36
#135c8f,19,92,143
#4b84a1,75,132,161
#74736f,116,115,111
#272727,39,39,39
#95a6c0,149,166,192
#1c50a4,28,80,164
#d9d0c8,217,208,200
#476fb0,71,111,176
#312f29,49,47,41
#e1cf10,225,207,16
#e3d442,227,212,66
#af8c14,175,140,20
#af2a10,175,42,16
#d73d04,215,61,4
#2f2924,47,41,36
#f2ae07,242,174,7
#784708,120,71,8
#c18808,193,136,8
#302d28,48,45,40
#e7ba07,231,186,7
#d96007,217,96,7
#e8b83a,232,184,58
#e5900a,229,144,10
#2f2a28,47,42,40
#e39696,227,150,150
#dc1f3d,220,31,61
#df5161,223,81,97
#e5d1c3,229,209,195
#e5d5ba,229,213,186
#2e2d2a,46,45,42
#9a9b9d,154,155,157
#162971,22,41,113
#616b83,97,107,131
#2e2d2b,46,45,43
#e5ddd5,229,221,213
#1e73ad,30,115,173
#afbcc3,175,188,195
#6795b0,103,149,176
#176195,23,97,149
#e3ddd5,227,221,213
#2e2c2a,46,44,42
#638ea4,99,142,164
#b6bec1,182,190,193
#25231f,37,35,31
#e1dacf,225,218,207
#aba59c,171,165,156
#33312e,51,49,46
#736d65,115,109,101
#2f2c2a,47,44,42
#f05c33,240,92,51
#ae9289,174,146,137
#358eac,53,142,172
#eacc0a,234,204,10
#302c29,48,44,41
#e88776,232,135,118
#dc3934,220,57,52
#e9caae,233,202,174
#de5d50,222,93,80
#2e2c29,46,44,41
#e3d8c2,227,216,194
#756f66,117,111,102
#a39a8e,163,154,142
#4b463f,75,70,63
#2e2c28,46,44,40
#e4c10e,228,193,14
#c31705,195,23,5
#e1be38,225,190,56
#c57318,197,115,24
#2d2c2c,45,44,44
#3c6d9e,60,109,158
#164f92,22,79,146
#cececa,206,206,202
#85a1b9,133,161,185
#2e2927,46,41,39
#e5868a,229,134,138
#dd4357,221,67,87
#e8c6bb,232,198,187
#e45f6d,228,95,109
#2d2c2a,45,44,42
#d8c8ab,216,200,171
#151513,21,21,19
#9c907c,156,144,124
#55514b,85,81,75
#e6d7c3,230,215,195
#312f2c,49,47,44
#b0a798,176,167,152
#6e665c,110,102,92
#191715,25,23,21
#1a1a19,26,26,25
#ef675a,239,103,90
#077443,7,116,67
#31302d,49,48,45
#6b584c,107,88,76
#2b2925,43,41,37
#b5a871,181,168,113
#d2ccbe,210,204,190
#585243,88,82,67
#857e6a,133,126,106
#e43c20,228,60,32
#e6d6c8,230,214,200
#2e2d2a,46,45,42
#e0715a,224,113,90
#e0aa98,224,170,152
#2a2724,42,39,36
#dabe9b,218,190,155
#d4362f,212,54,47
#d08b70,208,139,112
#796554,121,101,84
#e7dcd2,231,220,210
#32312e,50,49,46
#d11a2e,209,26,46
#ce5d69,206,93,105
#d4aaa5,212,170,165
#1d1d1d,29,29,29
#e4ddd7,228,221,215
#31302f,49,48,47
#a9a49e,169,164,158
#615e5a,97,94,90
#33362f,51,54,47
#7bd770,123,215,112
#69ab5b,105,171,91
#4a6a41,74,106,65
#252b22,37,43,34
#2f2d2a,47,45,42
#decfbd,222,207,189
#d51619,213,22,25
#b6857a,182,133,122
#171312,23,19,18
#e5dbd5,229,219,213
#2e2d2b,46,45,43
#ee606c,238,96,108
#285ba7,40,91,167
#8f9eb1,143,158,177
#2b2a28,43,42,40
#d9dade,217,218,222
#49735c,73,115,92
#0c6340,12,99,64
#99a9a1,153,169,161
#2e2b2c,46,43,44
#e4dfdf,228,223,223
#90784e,144,120,78
#625142,98,81,66
#bca682,188,166,130
#2c2b29,44,43,41
#e1dbd2,225,219,210
#213cac,33,60,172
#88a8a5,136,168,165
#109c60,16,156,96
#f46e03,244,110,3
#2f2a22,47,42,34
#e0c534,224,197,52
#f0cf14,240,207,20
#876d19,135,109,25
#302e2b,48,46,43
#846d41,132,109,65
#e6c080,230,192,128
#ba9961,186,153,97
#2c79a9,44,121,169
#292929,41,41,41
#19298c,25,41,140
#c4bcbd,196,188,189
#e51d27,229,29,39
#596ba4,89,107,164
#d8d9d4,216,217,212
#18597f,24,89,127
#292a2a,41,42,42
#1986bf,25,134,191
#70acc9,112,172,201
#2c2a27,44,42,39
#9d744a,157,116,74
#e3e3df,227,227,223
#936316,147,99,22
#c6b590,198,181,144
#ea7512,234,117,18
#302a27,48,42,39
#dfdcd4,223,220,212
#e68541,230,133,65
#e9a87a,233,168,122
#9b9378,155,147,120
#232220,35,34,32
#c8c2af,200,194,175
#5b564b,91,86,75
#b2ac93,178,172,147
#2b2a2a,43,42,42
#8b9ab3,139,154,179
#376390,55,99,144
#ddd0c0,221,208,192
#5c789d,92,120,157
#e3dbce,227,219,206
#32302e,50,48,46
#575350,87,83,80
#21201e,33,32,30
#a39c92,163,156,146
#312f2c,49,47,44
#d4cdbc,212,205,188
#4b4743,75,71,67
#75706a,117,112,106
#22211f,34,33,31
#2e2c28,46,44,40
#edd650,237,214,80
#172559,23,37,89
#e8d32d,232,211,45
#787453,120,116,83
#2e2c29,46,44,41
#e3dcd3,227,220,211
#058360,5,131,96
#a7b5ac,167,181,172
#67867a,103,134,122
#e3d9cb,227,217,203
#2d2b28,45,43,40
#9a9086,154,144,134
#dbb7a9,219,183,169
#645a51,100,90,81
#2d2b27,45,43,39
#daba7f,218,186,127
#49535e,73,83,94
#96896d,150,137,109
#e4c796,228,199,150
#2d2c2a,45,44,42
#e6deda,230,222,218
#d63953,214,57,83
#978e9f,151,142,159
#182a77,24,42,119
#ebdc9d,235,220,157
#2f2d29,47,45,41
#e07d28,224,125,40
#88805a,136,128,90
#e3b16a,227,177,106
#2d2c29,45,44,41
#dec2b2,222,194,178
#ed4e3a,237,78,58
#e7ddd2,231,221,210
#d68776,214,135,118
#2a2926,42,41,38
#ded5c0,222,213,192
#1590a6,21,144,166
#fa9b15,250,155,21
#8daaa6,141,170,166
#9c9aac,156,154,172
#2e2d2a,46,45,42
#e5d7cc,229,215,204
#2644ab,38,68,171
#db261d,219,38,29
#193a89,25,58,137
#d3c6ab,211,198,171
#272727,39,39,39
#969d97,150,157,151
#436392,67,99,146
#dad7dd,218,215,221
#2d2c2a,45,44,42
#b30b9e,179,11,158
#c2a6bb,194,166,187
#ba59a9,186,89,169
#2d2d2c,45,45,44
#d4d2d2,212,210,210
#171717,23,23,23
#4e4e4e,78,78,78
#959392,149,147,146
#2e2d2b,46,45,43
#d4d2d5,212,210,213
#206eb7,32,110,183
#92a0b1,146,160,177
#d72522,215,37,34
#1e74c2,30,116,194
#292a2c,41,42,44
#94c2dd,148,194,221
#4d9acd,77,154,205
#d9dee2,217,222,226
#dcd4cc,220,212,204
#2e2d2b,46,45,43
#696f93,105,111,147
#223989,34,57,137
#a7a8b4,167,168,180
#e4d6c3,228,214,195
#2d2c29,45,44,41
#cc1c18,204,28,24
#c97670,201,118,112
#dab3a4,218,179,164
#2d2b28,45,43,40
#e3dbd1,227,219,209
#146495,20,100,149
#bfc0bc,191,192,188
#6e909d,110,144,157
#e4dad1,228,218,209
#2e2d2a,46,45,42
#d71914,215,25,20
#d5a59d,213,165,157
#d25d5b,210,93,91
#2d2c29,45,44,41
#e1d7c8,225,215,200
#98bbc2,152,187,194
#789aa9,120,154,169
#5589a2,85,137,162
#2a2629,42,38,41
#4f72ac,79,114,172
#c91214,201,18,20
#25519f,37,81,159
#99a7be,153,167,190
#2c2d2a,44,45,42
#8cbca1,140,188,161
#068d5a,6,141,90
#dcdcd6,220,220,214
#4ca178,76,161,120
#d4d7d6,212,215,214
#2d2c2a,45,44,42
#5f857e,95,133,126
#bbac98,187,172,152
#ac7744,172,119,68
#2c2a26,44,42,38
#e4ad0c,228,173,12
#6c8609,108,134,9
#cf2904,207,41,4
#8e9519,142,149,25
#2d2c2a,45,44,42
#dedeea,222,222,234
#7c9273,124,146,115
#605a5f,96,90,95
#cd8999,205,137,153
#be5d45,190,93,69
#2c2a26,44,42,38
#e4cba4,228,203,164
#c28a6a,194,138,106
#dcbe90,220,190,144
#e8dcd5,232,220,213
#2f2c29,47,44,41
#ef5b3f,239,91,63
#049e32,4,158,50
#51b475,81,180,117
#2b2a27,43,42,39
#e4d7cf,228,215,207
#db1524,219,21,36
#d4a19d,212,161,157
#d55862,213,88,98
#2d2b28,45,43,40
#e2d2c3,226,210,195
#df160a,223,22,10
#e24740,226,71,64
#d09484,208,148,132
#2b2522,43,37,34
#d71408,215,20,8
#c7b9a1,199,185,161
#c84d45,200,77,69
#7f1510,127,21,16
#29292a,41,41,42
#1e63b7,30,99,183
#d5d3d2,213,211,210
#4b8dc2,75,141,194
#91b5d0,145,181,208
#292623,41,38,35
#d59884,213,152,132
#dc3d4e,220,61,78
#726256,114,98,86
#e2cbad,226,203,173
#2f2d2b,47,45,43
#d7cfc1,215,207,193
#1d1b18,29,27,24
#56514c,86,81,76
#968f85,150,143,133
#2f2a28,47,42,40
#d5454b,213,69,75
#ead6cf,234,214,207
#d91720,217,23,32
#e58889,229,136,137
#2e2c2a,46,44,42
#e1d8d4,225,216,212
#e6a739,230,167,57
#d0342f,208,52,47
#dfad8c,223,173,140
#ced2d0,206,210,208
#2e2d2b,46,45,43
#cf2627,207,38,39
#296ea2,41,110,162
#aeabac,174,171,172
#e1d9d2,225,217,210
#2d2c2a,45,44,42
#626d8a,98,109,138
#192f6b,25,47,107
#a7abb4,167,171,180
#302b29,48,43,41
#e1dbd5,225,219,213
#dd2636,221,38,54
#dc686a,220,104,106
#0e0d0e,14,13,14
#1f1b12,31,27,18
#e5c837,229,200,55
#302e28,48,46,40
#b09c34,176,156,52
#6f5f24,111,95,36
#058162,5,129,98
#e0dad7,224,218,215
#2e2d2a,46,45,42
#a4beb8,164,190,184
#559d8e,85,157,142
#bdb2aa,189,178,170
#292828,41,40,40
#3b3d73,59,61,115
#161e68,22,30,104
#676588,103,101,136
#e3d9d0,227,217,208
#2e2c29,46,44,41
#de4140,222,65,64
#ddab9f,221,171,159
#d8746e,216,116,110
#353432,53,52,50
#93928f,147,146,143
#6e6b68,110,107,104
#292826,41,40,38
#d5d4d3,213,212,211
#0a7e5e,10,126,94
#e0d9d1,224,217,209
#2d2c29,45,44,41
#589b87,88,155,135
#a4bcb1,164,188,177
#302b2a,48,43,42
#db5973,219,89,115
#d7d3db,215,211,219
#d73359,215,51,89
#de92a3,222,146,163
#2d2b28,45,43,40
#e2d1b7,226,209,183
#685e4e,104,94,78
#9c907e,156,144,126
#cdbfa8,205,191,168
#292926,41,41,38
#d5cfbc,213,207,188
#05792c,5,121,44
#afb509,175,181,9
#5b946f,91,148,111
#03835c,3,131,92
#e2dccc,226,220,204
#292a28,41,42,40
#8db8a2,141,184,162
#3d9678,61,150,120
#d94a68,217,74,104
#312c2a,49,44,42
#863243,134,50,67
#d8c7b7,216,199,183
#281719,40,23,25
#666c69,102,108,105
#2e2926,46,41,38
#1b3857,27,56,87
#c2a280,194,162,128
#be5b51,190,91,81
#576393,87,99,147
#14247c,20,36,124
#282727,40,39,39
#a9aeb0,169,174,176
#2d4483,45,68,131
#2b2a28,43,42,40
#abbeb9,171,190,185
#585c58,88,92,88
#d3d3c9,211,211,201
#848b87,132,139,135
#fa2c1a,250,44,26
#312926,49,41,38
#5e2506,94,37,6
#fc4749,252,71,73
#b1280b,177,40,11
#e6ddce,230,221,206
#333230,51,50,48
#a59f95,165,159,149
#5a5956,90,89,86
#252422,37,36,34
#aaa49a,170,164,154
#2e2d2a,46,45,42
#e1d7cb,225,215,203
#141413,20,20,19
#68625b,104,98,91
#dfd2c0,223,210,192
#2a2825,42,40,37
#58534b,88,83,75
#938c80,147,140,128
#c6bdac,198,189,172
#2e2b25,46,43,37
#e86f34,232,111,52
#ebc825,235,200,37
#b27c0b,178,124,11
#f3ce4b,243,206,75
#2f2d2a,47,45,42
#ba9369,186,147,105
#e4cdb0,228,205,176
#866743,134,103,67
#b65912,182,89,18
#302d29,48,45,41
#a7855d,167,133,93
#e1ccb3,225,204,179
#6e5533,110,85,51
#9e1212,158,18,18
#2f2d29,47,45,41
#d8c5ad,216,197,173
#6e5b46,110,91,70
#981a17,152,26,23
#9f8569,159,133,105
#058541,5,133,65
#d7d8d8,215,216,216
#2b2a28,43,42,40
#4d9c79,77,156,121
#9ebfb0,158,191,176
#e9cc0b,233,204,11
#2c2a23,44,42,35
#847511,132,117,17
#ec8508,236,133,8
#d9c227,217,194,39
#302f2b,48,47,43
#e5d1b4,229,209,180
#949a90,148,154,144
#3f657f,63,101,127
#ccbd9f,204,189,159
#2d2c29,45,44,41
#e4dcd7,228,220,215
#85807d,133,128,125
#aca7a3,172,167,163
#575351,87,83,81
#79a9ca,121,169,202
#292929,41,41,41
#d9d7d3,217,215,211
#1d6dba,29,109,186
#154476,21,68,118
#d4d8d7,212,216,215
#077635,7,118,53
#2a2b28,42,43,40
#7caa8e,124,170,142
#378456,55,132,86
#2c2b28,44,43,40
#ddc8ae,221,200,174
#c42930,196,41,48
#405979,64,89,121
#c88177,200,129,119
#dddbd3,221,219,211
#2e2d2b,46,45,43
#141411,20,20,17
#82817c,130,129,124
#4d4d4d,77,77,77
#2d2a28,45,42,40
#d7c7b5,215,199,181
#db5c47,219,92,71
#5d6989,93,105,137
#2b4276,43,66,118
#e4230b,228,35,11
#343230,52,50,48
#e4dfd1,228,223,209
#d76251,215,98,81
#d6a391,214,163,145
#2c2a28,44,42,40
#e1cfbf,225,207,191
#d91a15,217,26,21
#16217f,22,33,127
#636d98,99,109,152
#2e2d2a,46,45,42
#e4dbcd,228,219,205
#078356,7,131,86
#7fa09d,127,160,157
#19457a,25,69,122
#1b160e,27,22,14
#ecc50b,236,197,11
#2e2b25,46,43,37
#8f7a15,143,122,21
#e8c535,232,197,53
#2f2c2a,47,44,42
#e5dbd1,229,219,209
#cf1526,207,21,38
#d39f9e,211,159,158
#d15565,209,85,101
#e26d03,226,109,3
#2e2722,46,39,34
#ab5708,171,87,8
#69360b,105,54,11
#e57a2f,229,122,47
#322d2a,50,45,42
#e45305,228,83,5
#e86437,232,100,55
#8d380c,141,56,12
#231611,35,22,17
#2c2922,44,41,34
#e4ce29,228,206,41
#b2a324,178,163,36
#6e6119,110,97,25
#ead346,234,211,70
#2d2c2a,45,44,42
#cdd0d8,205,208,216
#a20f28,162,15,40
#9b849c,155,132,156
#183e8d,24,62,141
#dadcdc,218,220,220
#2e2d2b,46,45,43
#1c6fae,28,111,174
#7099b0,112,153,176
#bdc4c6,189,196,198
#2d2c2a,45,44,42
#d9d8dc,217,216,220
#5583b0,85,131,176
#c4c6ca,196,198,202
#8fa2b6,143,162,182
#d5d5cb,213,213,203
#2a2927,42,41,39
#0c9d93,12,157,147
#f3d20e,243,210,14
#9a4876,154,72,118
#365d43,54,93,67
#c19c4e,193,156,78
#667557,102,117,87
#084928,8,73,40
#292926,41,41,38
#2a2925,42,41,37
#c0baaa,192,186,170
#5c574e,92,87,78
#dad2c1,218,210,193
#908b7f,144,139,127
#2b2926,43,41,38
#a9b29d,169,178,157
#658e74,101,142,116
#d7ceba,215,206,186
#1f7753,31,119,83
#2f2d2b,47,45,43
#dbd2c6,219,210,198
#a59e94,165,158,148
#676058,103,96,88
#221e1b,34,30,27
#93bd9b,147,189,155
#2a2a28,42,42,40
#177fb1,23,127,177
#4ba729,75,167,41
#dddbce,221,219,206
#1d73be,29,115,190
#2b2c2c,43,44,44
#d8dada,216,218,218
#174c7d,23,76,125
#76aed0,118,174,208
#292b2c,41,43,44
#1f7fc1,31,127,193
#dcdad7,220,218,215
#1a6bb4,26,107,180
#77b1ce,119,177,206
#d8d9d8,216,217,216
#1865a9,24,101,169
#292a2a,41,42,42
#76aecd,118,174,205
#1e7ab6,30,122,182
#1d80c6,29,128,198
#2d2d2d,45,45,45
#d9dbde,217,219,222
#79b2d4,121,178,212
#16517f,22,81,127
#35312e,53,49,46
#847555,132,117,85
#e8d9b6,232,217,182
#27221d,39,34,29
#b5a37e,181,163,126
#e2dbd9,226,219,217
